cluster_id	pathway	confidence	cluster_summary	best_feature	gene	gene_type	priority	description	effect_size	pval	neg_log10_pval	phate_0	phate_1
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL43	established			0.8115186095237732	0.0		0.0153339248237731	0.0252098238290274
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL16	established			0.5556741952896118	0.0		0.0137555684968458	0.0228635114046836
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPS35	established			0.2487896084785461	0.0832	1.079876673709276	0.0122607356951955	0.0203169805344865
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL57	established			0.2963964939117431	0.0088	2.0555173278498313	0.0142007796746824	0.0244142783323684
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPS23	established			0.333382785320282	0.004	2.3979400086720375	0.0129297325742758	0.0247595631951999
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL4	established			0.4920331835746765	0.0002	3.6989700043360187	0.01485248924118	0.0254757650241409
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL9	established			0.2803453803062439	0.0184	1.7351821769904636	0.0164667835729142	0.021212967668639
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL28	established			0.4643899798393249	0.0002	3.6989700043360187	0.0149642040729185	0.0237035813380299
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	TUFM	established			0.3765497505664825	0.002	2.6989700043360187	0.0161018057078403	0.027146850184073
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL50	established			0.3480018079280853	0.0012	2.9208187539523753	0.0163097439465508	0.0263171490857273
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	YARS2	established			0.3216391801834106	0.0046	2.337242168318426	0.0127367718957356	0.0219245954745446
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPS26	established			0.3102103471755981	0.0168	1.7746907182741372	0.0148750346081347	0.0249444879366697
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL20	established			0.7005336284637451	0.0		0.0150661220945457	0.0255746110991256
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	DAP3	established			0.3243500292301178	0.0158	1.8013429130455774	0.0141895627277129	0.0241047108026057
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL17	established			0.446214884519577	0.0002	3.6989700043360187	0.0159032537905351	0.0288265546976046
